disease_id,name,alias
D018328,"Melanoma, Amelanotic","Amelanotic Melanoma#Amelanotic Melanomas#Melanomas, Amelanotic"
D018352,Coronavirus Infections,"Coronavirus Infection#Infection, Coronavirus#Infections, Coronavirus#MERS (Middle East Respiratory Syndrome)#Middle East Respiratory Syndrome"
D018357,Respiratory Syncytial Virus Infections,"Infections, Respiratory Syncytial Virus#Respiratory Syncytial Virus Infection"
D018358,Neuroendocrine Tumors,"Neuroendocrine Tumor#Tumor, Neuroendocrine#Tumors, Neuroendocrine"
D018366,"Vasculitis, Leukocytoclastic, Cutaneous","Allergic Cutaneous Angiitides#Allergic Cutaneous Angiitis#Allergic Cutaneous Vasculitides#Allergic Cutaneous Vasculitis#Allergic Vasculitides, Cutaneous#Allergic Vasculitis, Cutaneous#Angiitides, Allergic Cutaneous#Angiitides, Cutaneous Leukocytoclastic#Angiitides, Hypersensitivity#Angiitis, Allergic Cutaneous#Angiitis, Cutaneous Leukocytoclastic#Angiitis, Hypersensitivity#Cutaneous Allergic Vasculitides#Cutaneous Allergic Vasculitis#Cutaneous Angiitides, Allergic#Cutaneous Angiitis, Allergic#Cutaneous Leukocytoclastic Angiitides#Cutaneous Leukocytoclastic Angiitis#Cutaneous Leukocytoclastic Vasculitides#Cutaneous Leukocytoclastic Vasculitis#Cutaneous Vasculitides, Allergic#Cutaneous Vasculitis, Allergic#Hypersensitivity Angiitides#Hypersensitivity Angiitis#Hypersensitivity Vasculitides#Hypersensitivity Vasculitis#Leukocytoclastic Angiitides, Cutaneous#Leukocytoclastic Angiitis, Cutaneous#Leukocytoclastic Vasculitides, Cutaneous#Leukocytoclastic Vasculitis, Cutaneous#Vasculitides, Allergic Cutaneous#Vasculitides, Cutaneous Allergic#Vasculitides, Cutaneous Leukocytoclastic#Vasculitides, Hypersensitivity#Vasculitis, Allergic Cutaneous#Vasculitis, Cutaneous Allergic#Vasculitis, Cutaneous Leukocytoclastic#Vasculitis, Hypersensitivity"
D018376,Cardiovascular Abnormalities,"Abnormalities, Cardiovascular#Abnormality, Cardiovascular#Cardiovascular Abnormality"
D018409,Foot Injuries,"Foot Injury#Injuries, Foot#Injury, Foot#Turf Toe#Turf Toes"
D018410,"Pneumonia, Bacterial","Bacterial Pneumonia#Bacterial Pneumonias#Pneumonias, Bacterial"
D018437,Brown-Sequard Syndrome,"Brown Sequard Disease#Brown-Sequard Disease#Brown-Sequard Paralysis#Brown Sequard's Disease#Brown-Sequard's Disease#Brown-Sequards Disease#Brown Sequard's Paralysis#Brown-Sequard's Paralysis#Brown-Sequards Paralysis#Brown Sequard's Syndrome#Brown-Sequard's Syndrome#Brown-Sequards Syndrome#Brown Sequard Syndrome#Hemicord Syndrome#Hemicord Syndromes#Hemiparaplegic Syndrome#Hemiparaplegic Syndromes#Hemispinal Cord Syndrome#Hemispinal Cord Syndromes#Paralysis, Brown-Sequard's#Spastic Spinal Monoplegia Syndrome#Syndrome, Brown-Sequard#Syndrome, Brown-Sequard's#Syndrome, Hemicord#Syndrome, Hemiparaplegic#Syndrome, Hemispinal Cord#Syndromes, Hemicord#Syndromes, Hemiparaplegic#Syndromes, Hemispinal Cord"
D018438,Blue Toe Syndrome,
D018442,"Lymphoma, B-Cell, Marginal Zone","GASTRIC LYMPHOMA, PRIMARY#Lymphoma, MALT#Lymphoma, Mucosa Associated Lymphoid Tissue#Lymphoma, Mucosa-Associated Lymphoid Tissue#LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE#Lymphoma of Mucosa Associated Lymphoid Tissue#Lymphoma of Mucosa-Associated Lymphoid Tissue#Lymphomas, MALT#MALT Lymphoma#MALT Lymphomas#Marginal Zone B Cell Lymphoma#Marginal Zone B-Cell Lymphoma#Mucosa Associated Lymphoid Tissue Lymphoma#Mucosa-Associated Lymphoid Tissue Lymphoma"
D018450,Disease Progression,"Disease Exacerbation#Disease Progressions#Progression, Disease#Progressions, Disease"
D018457,"Placenta, Retained","Placentas, Retained#Retained Placenta#Retained Placentas"
D018458,Persistent Vegetative State,"Minimally Conscious State#Minimally Conscious States#Permanent Vegetative State#Permanent Vegetative States#Persistent Unawareness State#Persistent Unawareness States#Persistent Vegetative States#Postcomatose Unawareness State#Post Comatose Unawareness State#Post-Comatose Unawareness State#Postcomatose Unawareness States#Post-Comatose Unawareness States#Post-Traumatic Unawarenesses, Prolonged#Post-Traumatic Unawareness, Prolonged#Posttraumatic Unawareness State#Post Traumatic Unawareness State#Post-Traumatic Unawareness State#Posttraumatic Unawareness States#Post-Traumatic Unawareness States#Post Traumatic Vegetative State#Post-Traumatic Vegetative State#Post-Traumatic Vegetative States#Prolonged Post Traumatic Unawareness#Prolonged Post-Traumatic Unawareness#Prolonged Post-Traumatic Unawarenesses#PVS (Persistent Vegetative State)#PVSs (Persistent Vegetative State)#State, Minimally Conscious#State, Permanent Vegetative#State, Persistent Unawareness#State, Persistent Vegetative#State, Postcomatose Unawareness#State, Post-Comatose Unawareness#State, Posttraumatic Unawareness#State, Post-Traumatic Unawareness#State, Post-Traumatic Vegetative#States, Minimally Conscious#States, Permanent Vegetative#States, Persistent Unawareness#States, Persistent Vegetative#States, Postcomatose Unawareness#States, Post-Comatose Unawareness#States, Posttraumatic Unawareness#States, Post-Traumatic Unawareness#States, Post-Traumatic Vegetative#States, Transient Vegetative#States, Vegetative#State, Transient Vegetative#State, Vegetative#Transient Vegetative State#Transient Vegetative States#Unawarenesses, Prolonged Post-Traumatic#Unawareness, Prolonged Post-Traumatic#Unawareness State, Persistent#Unawareness State, Postcomatose#Unawareness State, Post-Comatose#Unawareness State, Posttraumatic#Unawareness State, Post-Traumatic#Unawareness States, Persistent#Unawareness States, Postcomatose#Unawareness States, Post-Comatose#Unawareness States, Posttraumatic#Unawareness States, Post-Traumatic#Vegetative State#Vegetative State, Permanent#Vegetative State, Persistent#Vegetative State, Post-Traumatic#Vegetative States#Vegetative States, Permanent#Vegetative States, Persistent#Vegetative States, Post-Traumatic#Vegetative States, Transient#Vegetative State, Transient"
D018461,Soft Tissue Infections,"Infection, Soft Tissue#Infections, Soft Tissue#Soft Tissue Infection"
D018476,Hypokinesia,"Antiorthostatic Hypokinesia#Antiorthostatic Hypokinesias#Bradykinesia#Bradykinesias#Hypodynamia#Hypokinesia, Antiorthostatic#Hypokinesias, Antiorthostatic"
D018487,"Ventricular Dysfunction, Left","Dysfunction, Left Ventricular#Dysfunctions, Left Ventricular#Left Ventricular Dysfunction#Left Ventricular Dysfunctions#Ventricular Dysfunctions, Left"
D018488,"Bone Demineralization, Pathologic",
D018497,"Ventricular Dysfunction, Right","Dysfunction, Right Ventricular#Dysfunctions, Right Ventricular#Right Ventricular Dysfunction#Right Ventricular Dysfunctions#Ventricular Dysfunctions, Right"
D018500,"Diabetes Insipidus, Nephrogenic","Acquired Nephrogenic Diabetes Insipidus#ADH-Resistant Diabetes Insipidus#Congenital Nephrogenic Diabetes Insipidus#Diabetes Insipidus, Nephrogenic, Autosomal#Diabetes Insipidus, Nephrogenic, Type 1#Diabetes Insipidus, Nephrogenic, Type I#Diabetes Insipidus, Nephrogenic, Type II#Diabetes Insipidus, Nephrogenic, X-Linked#Diabetes Insipidus Renalis#NDI#Nephrogenic Diabetes Insipidus#Nephrogenic Diabetes Insipidus, Type I#Nephrogenic Diabetes Insipidus, Type II#Vasopressin-Resistant Diabetes Insipidus"
D018512,Parasitemia,
D018549,Cryptogenic Organizing Pneumonia,"BOOP#Bronchiolitis Obliterans Organizing Pneumonia#Cryptogenic Organizing Pneumonias#Organizing Pneumonia, Cryptogenic#Organizing Pneumonias, Cryptogenic#Pneumonia, Cryptogenic Organizing#Pneumonias, Cryptogenic Organizing"
D018567,"Breast Neoplasms, Male","Breast Cancer, Male#Breast Carcinoma, Male#Breast Neoplasm, Male#Breast Tumor, Male#Breast Tumors, Male#Cancer, Male Breast#Carcinoma, Male Breast#Male Breast Cancer#Male Breast Carcinoma#Male Breast Neoplasm#Male Breast Neoplasms#Male Breast Tumor#Male Breast Tumors#Neoplasm, Male Breast#Neoplasms, Breast, Male#Neoplasms, Male Breast#Tumor, Male Breast#Tumors, Breast, Male#Tumors, Male Breast"
D018589,Gastroparesis,"Gastric Stases#Gastric Stasis#Gastropareses#Stases, Gastric#Stasis, Gastric"
D018633,Pulmonary Atresia,"Atresia, Pulmonary#Atresia, Pulmonary Valve#Atresias, Pulmonary#Atresias, Pulmonary Valve#Pulmonary Atresias#Pulmonary Valve Atresia#Pulmonary Valve Atresias#Valve Atresia, Pulmonary#Valve Atresias, Pulmonary"
D018636,Hypoplastic Left Heart Syndrome,"HLHS#HLHS1#HLHS2#HYPOPLASTIC LEFT HEART SYNDROME 1#HYPOPLASTIC LEFT HEART SYNDROME 2#Left Heart Hypoplasia Syndrome#Left Heart Syndrome, Hypoplastic"
D018677,Tooth Injuries,"Injuries, Teeth#Injuries, Tooth#Injury, Teeth#Injury, Tooth#Teeth Injuries#Teeth Injury#Tooth Injury"
D018746,Systemic Inflammatory Response Syndrome,"Inflammatory Response Syndrome, Systemic#Sepsis Syndrome#Sepsis Syndromes#Syndrome, Sepsis#Syndromes, Sepsis"
D018754,Ventricular Dysfunction,"Dysfunctions, Ventricular#Dysfunction, Ventricular#Ventricular Dysfunctions"
D018771,Arthralgia,"Arthralgias#Joint Pain#Joint Pains#Pain, Joint#Pains, Joint#Polyarthralgia#Polyarthralgias"
D018777,Multiple Chemical Sensitivity,"Chemical Sensitivities, Multiple#Chemical Sensitivity, Multiple#Environmental Intolerance, Idiopathic#Environmental Intolerances, Idiopathic#Idiopathic Environmental Intolerance#Idiopathic Environmental Intolerances#Intolerance, Idiopathic Environmental#Intolerances, Idiopathic Environmental#Multiple Chemical Sensitivities#Multiple Chemical Sensitivity Syndrome#Sensitivities, Multiple Chemical#Sensitivity, Multiple Chemical"
D018781,Tension-Type Headache,"Headache, Idiopathic#Headache, Psychogenic#Headaches, Idiopathic#Headaches, Psychogenic#Headaches, Stress#Headaches, Tension#Headaches, Tension-Type#Headaches, Tension-Vascular#Headache, Stress#Headache, Tension#Headache, Tension-Type#Headache, Tension-Vascular#Idiopathic Headache#Idiopathic Headaches#Psychogenic Headache#Psychogenic Headaches#Stress Headache#Stress Headaches#Tension Headache#Tension Headaches#Tension Type Headache#Tension-Type Headaches#Tension Vascular Headache#Tension-Vascular Headache#Tension-Vascular Headaches"
D018783,"Impotence, Vasculogenic","Arteriogenic Impotence#Impotence, Arteriogenic#Impotence, Venogenic#Leakage, Penile Venous#Penile Venous Leakage#Vasculogenic Impotence#Venogenic Impotence#Venous Leakage, Penile"
D018784,Abdominal Abscess,"Abdominal Abscesses#Abscess, Abdominal#Abscesses, Abdominal#Abscesses, Intra-Abdominal#Abscess, Intra Abdominal#Abscess, Intra-Abdominal#Intra-Abdominal Abscess#Intra-Abdominal Abscesses"
D018785,Tricuspid Atresia,"Absent Right Atrioventricular Connection#Atresias, Tricuspid#Atresias, Tricuspid Valve#Atresia, Tricuspid#Atresia, Tricuspid Valve#Tricuspid Atresias#Tricuspid Valve Atresia#Tricuspid Valve Atresias#Valve Atresias, Tricuspid#Valve Atresia, Tricuspid"
D018792,"Encephalitis, Viral","Encephalomyelitis, Infectious, Viral#Encephalomyelitis, Viral Infectious#Infectious Encephalomyelitis, Viral#Viral Encephalitis#Viral Infectious Encephalomyelitis"
D018798,"Anemia, Iron-Deficiency","Anemia, Iron Deficiency#Anemias, Iron Deficiency#Anemias, Iron-Deficiency#Iron Deficiency Anemia#Iron-Deficiency Anemia#Iron Deficiency Anemias#Iron-Deficiency Anemias"
D018805,Sepsis,"Blood Poisoning#Blood Poisonings#Poisoning, Blood#Poisonings, Blood#Pyaemia#Pyaemias#Pyemia#Pyemias#Pyohemia#Pyohemias#Sepsis, Severe#Septicemia#Septicemias#Severe Sepsis"
D018827,"Carcinoma, Lewis Lung","Lewis Lung Carcinoma#Lung Carcinoma, Lewis"
D018856,"Cystitis, Interstitial","Chronic Interstitial Cystitides#Chronic Interstitial Cystitis#Cystitides, Chronic Interstitial#Cystitides, Interstitial#Cystitis, Chronic Interstitial#Interstitial Cystitides#Interstitial Cystitides, Chronic#Interstitial Cystitis#Interstitial Cystitis, Chronic#Painful Bladder Syndrome"
D018879,Ventricular Premature Complexes,"Ectopic Beats, Ventricular#Ectopic Beat, Ventricular#Extrasystole, Ventricular#Premature Ventricular Beat#Premature Ventricular Beats#Premature Ventricular Complex#Premature Ventricular Contraction#Premature Ventricular Contractions#Ventricular Beat, Premature#Ventricular Beats, Premature#Ventricular Complex, Premature#Ventricular Contraction, Premature#Ventricular Contractions, Premature#Ventricular Ectopic Beat#Ventricular Ectopic Beats#Ventricular Extrasystole#Ventricular Extrasystoles#Ventricular Premature Complex"
D018880,Atrial Premature Complexes,"Atrial Beat, Premature#Atrial Beats, Premature#Atrial Complex, Premature#Atrial Complices, Premature#Atrial Contraction, Premature#Atrial Contractions, Premature#Atrial Ectopic Beat#Atrial Ectopic Beats#Atrial Extrasystole#Atrial Extrasystoles#Atrial Premature Complex#Atrial Premature Complices#Ectopic Beat, Atrial#Ectopic Beats, Atrial#Extrasystole, Atrial#Extrasystoles, Atrial#Premature Atrial Beat#Premature Atrial Beats#Premature Atrial Complex#Premature Atrial Complices#Premature Atrial Contraction#Premature Atrial Contractions#Premature Complex, Atrial#Premature Complexes, Atrial#Premature Complices, Atrial#Premature Supraventricular Beat#Premature Supraventricular Beats#Supraventricular Beat, Premature#Supraventricular Beats, Premature"
D018883,Heat Stroke,"Heatstroke#Heatstrokes#Heat Strokes#Stroke, Heat#Strokes, Heat"
D018908,Muscle Weakness,"Muscle Weaknesses#Muscular Weakness#Muscular Weaknesses#Weaknesses, Muscle#Weaknesses, Muscular#Weakness, Muscle#Weakness, Muscular"
D018917,"Optic Neuropathy, Ischemic","Anterior Ischemic Optic Neuropathy#Ischemia, Optic Nerve#Ischemias, Optic Nerve#Ischemic Optic Neuropathies#Ischemic Optic Neuropathy#Nerve Ischemia, Optic#Nerve Ischemias, Optic#Neuropathies, Ischemic Optic#Neuropathy, Ischemic Optic#Optic Nerve Ischemia#Optic Nerve Ischemias#Optic Neuropathies, Ischemic#Optic Neuropathy, Anterior Ischemic#Optic Neuropathy, Posterior Ischemic#Posterior Ischemic Optic Neuropathy"
D018921,Leukostasis,"Leukostases#Leukostasis Syndrome#Leukostasis Syndromes#Syndrome, Leukostasis#Syndromes, Leukostasis"
D018923,Persian Gulf Syndrome,"Gulf War Syndrome#Syndrome, Gulf War#Syndrome, Persian Gulf"
D018979,"Myositis, Inclusion Body","IBM#Inclusion Body Myopathy, Sporadic#Inclusion Body Myositides#Inclusion Body Myositis#Inclusion Body Myositis, Sporadic#Myopathy, Inclusion Body, Sporadic#Myositides, Inclusion Body#Myositis, Inclusion Body, Sporadic#Sporadic Inclusion Body Myositis"
D019043,Vascular Neoplasms,"Neoplasms, Vascular#Neoplasm, Vascular#Vascular Neoplasm"
D019046,Bone Marrow Neoplasms,"Bone Marrow Neoplasm#Neoplasm, Bone Marrow#Neoplasms, Bone Marrow"
D019048,Prostatic Intraepithelial Neoplasia,"Intraepithelial Neoplasia, Prostatic#Intraepithelial Neoplasm, Prostatic#Intraepithelial Neoplasms, Prostatic#Intraepithelial Prostatic Neoplasia#Intraepithelial Prostatic Neoplasias#Neoplasia, Intraepithelial Prostatic#Neoplasia, Prostatic Intraepithelial#Neoplasm, Prostatic Intraepithelial#Neoplasms, Prostatic Intraepithelial#Prostatic Intraepithelial Neoplasias#Prostatic Intraepithelial Neoplasm#Prostatic Intraepithelial Neoplasms#Prostatic Neoplasia, Intraepithelial"
D019052,"Depression, Postpartum","Depression, Postnatal#Depression, Post-Natal#Depression, Post-Partum#Postnatal Depression#Post Natal Depression#Post-Natal Depression#Postpartum Depression#Post Partum Depression#Post-Partum Depression"
D019066,Facies,
D019082,Smith-Lemli-Opitz Syndrome,"7-Dehydrocholesterol Reductase Deficiencies#7-Dehydrocholesterol Reductase Deficiency#Acrodysgenital Syndrome, Lethal#Acrodysgenital Syndromes, Lethal#Deficiencies, 7-Dehydrocholesterol Reductase#Deficiency, 7-Dehydrocholesterol Reductase#Hyperotosis Corticalis Generalisata Familiaris#Lethal Acrodysgenital Syndrome#Lethal Acrodysgenital Syndromes#Polydactyly, Sex Reversal, Renal Hypoplasia, And Unilobar Lung#Reductase Deficiencies, 7-Dehydrocholesterol#Reductase Deficiency, 7-Dehydrocholesterol#RSH SLO Syndrome#RSH-SLO Syndrome#RSH-SLO Syndromes#RSH Syndrome#RSH Syndromes#Rutledge Friedman Harrod Syndrome#Rutledge Lethal Multiple Congenital Anomaly Syndrome#SLOS#SLO Syndrome#SLO Syndromes#Smith Lemli Opitz Syndrome#Smith Lemli Opitz syndrome, type 1#Smith-Lemli-Opitz Syndrome, Type 1#Smith Lemli Opitz Syndrome, Type 2#Smith-Lemli-Opitz Syndrome, Type 2#Smith Lemli Opitz Syndrome, Type I#Smith-Lemli-Opitz Syndrome, Type I#Smith Lemli Opitz Syndrome, Type II#Smith-Lemli-Opitz Syndrome, Type II#Syndrome, Lethal Acrodysgenital#Syndrome, RSH#Syndrome, SLO#Syndromes, RSH#Syndromes, SLO"
D019106,Postoperative Hemorrhage,"Blood Loss, Postoperative#Hemorrhage, Postoperative#Hemorrhages, Postoperative#Loss, Postoperative Blood#Postoperative Blood Loss#Postoperative Hemorrhages"
D019115,"Fasciitis, Necrotizing","Fasciitides, Necrotizing#Fascitides, Necrotizing#Fascitis, Necrotizing#Necrotizing Fasciitides#Necrotizing Fasciitis#Necrotizing Fascitides#Necrotizing Fascitis"
D019121,Burkholderia Infections,"B cepacia Infection#B. cepacia Infection#B cepacia Infections#B. cepacia Infections#Burkholderia cepacia Infection#Burkholderia cepacia Infections#Burkholderia cepacia Sepses#Burkholderia cepacia Sepsis#Burkholderia Infection#Infection, B cepacia#Infection, B. cepacia#Infection, Burkholderia#Infection, Burkholderia cepacia#Infections, B cepacia#Infections, Burkholderia#Sepses, Burkholderia cepacia#Sepsis, Burkholderia cepacia"
D019150,Neuroaxonal Dystrophies,"Adult Neuroaxonal Dystrophy#Disease, Seitelberger#Disease, Seitelberger's#Dystrophy, Adult Neuroaxonal#Dystrophy, Infantile Neuroaxonal#Dystrophy, Juvenile Neuroaxonal#Dystrophy, Neuroaxonal#Infantile Neuroaxonal Dystrophy#Juvenile Neuroaxonal Dystrophy#Late Infantile Neuroaxonal Dystrophy#NBIA2A#NBIA, PLA2G6 Related#NBIA, PLA2G6-Related#Neuroaxonal Dystrophy#Neuroaxonal Dystrophy, Adult#Neuroaxonal Dystrophy, Infantile#Neuroaxonal Dystrophy, Juvenile#Neuroaxonal Dystrophy, Late Infantile#Neurodegeneration, PLA2G6 Associated#Neurodegeneration, PLA2G6-Associated#Neurodegeneration With Brain Iron Accumulation 2A#PLA2G6-Associated Neurodegeneration#PLA2G6-Related NBIA#Seitelberger Disease#Seitelberger's Disease#Seitelbergers Disease"
D019189,Iron Metabolism Disorders,"Disorder, Iron Metabolism#Disorders, Iron Metabolism#Iron Metabolism Disorder#Metabolism Disorder, Iron#Metabolism Disorders, Iron"
D019190,Iron Overload,
D019214,Gingival Overgrowth,"Gingival Overgrowths#Overgrowth, Gingival#Overgrowths, Gingival"
D019226,Oral Ulcer,"Mouth Ulcer#Mouth Ulcers#Oral Ulcers#Ulcer, Mouth#Ulcer, Oral#Ulcers, Mouth#Ulcers, Oral"
D019247,HIV Wasting Syndrome,"AIDS Wasting Syndrome#HIV Wasting Disease#Slim Disease#Wasting Disease, HIV#Wasting Syndrome, AIDS#Wasting Syndrome, HIV"
D019263,Dysthymic Disorder,"Disorder, Dysthymic#Dysthymic Disorders"
D019282,Wasting Syndrome,Wasting Disease#Wasting Diseases#Wasting Syndromes
D019283,"Pancreatitis, Acute Necrotizing","Acute Necrotizing Pancreatitis#Necrotizing Pancreatitis, Acute"
D019305,"Epilepsy, Rolandic","BCECTS#BECTS#Benign Childhood Epilepsy With Centro Temporal Spikes#Benign Childhood Epilepsy With Centro-Temporal Spikes#Benign Epilepsy Of Childhood With Centrotemporal Spikes#Benign Epilepsy With Centrotemporal Spikes#Benign Rolandic Epilepsy#Benign Rolandic Epilepsy of Childhood#Centralopathic Epilepsies#Centralopathic Epilepsy#Centrotemporal Epilepsies#Centrotemporal Epilepsy#ECT#Epilepsies, Centralopathic#Epilepsies, Centrotemporal#Epilepsies, Rolandic#Epilepsies, Temporal-Central Focal#Epilepsy, Benign Rolandic#Epilepsy, Centralopathic#Epilepsy, Centrotemporal#Epilepsy, Rolands#Epilepsy, Sylvian#Epilepsy, Temporal-Central Focal#Focal Epilepsies, Temporal-Central#Focal Epilepsy, Temporal-Central#Rolandic Epilepsies#Rolandic Epilepsy#Rolandic Epilepsy, Benign#Rolands Epilepsy#Sylvian Epilepsy#Temporal-Central Focal Epilepsies#Temporal Central Focal Epilepsy#Temporal-Central Focal Epilepsy"
D019310,Pseudolymphoma,"Hyperplasia, Reactive Lymphoid#Hyperplasias, Reactive Lymphoid#Lymphocytoma#Lymphocytomas#Lymphoid Hyperplasia, Reactive#Lymphoid Hyperplasias, Reactive#Pseudolymphomas#Reactive Lymphoid Hyperplasia#Reactive Lymphoid Hyperplasias"
D019315,Retrobulbar Hemorrhage,"Hemorrhage, Retrobulbar#Retrobulbar Hemorrhages"
D019337,Hematologic Neoplasms,"Hematological Malignancies#Hematological Malignancy#Hematological Neoplasm#Hematological Neoplasms#Hematologic Malignancies#Hematologic Malignancy#Hematologic Neoplasm#Hematopoietic Malignancies#Hematopoietic Malignancy#Hematopoietic Neoplasm#Hematopoietic Neoplasms#Malignancies, Hematologic#Malignancies, Hematological#Malignancies, Hematopoietic#Malignancy, Hematologic#Malignancy, Hematological#Malignancy, Hematopoietic#Neoplasm, Hematologic#Neoplasm, Hematological#Neoplasm, Hematopoietic#Neoplasms, Hematologic#Neoplasms, Hematological#Neoplasms, Hematopoietic"
D019446,Endotoxemia,
D019457,Chromosome Breakage,"Breakage, Chromosomal#Breakage, Chromosome#Breakages, Chromosomal#Breakages, Chromosome#Break, Chromosomal#Break, Chromosome#Breaks, Chromosomal#Breaks, Chromosome#Chromosomal Break#Chromosomal Breakage#Chromosomal Breakages#Chromosomal Breaks#Chromosome Break#Chromosome Breakages#Chromosome Breaks"
D019462,"Syncope, Vasovagal","Cerebral Syncope#Cerebral Syncopes#Faint, Neurally Mediated#Faints, Neurally Mediated#Malignant Neurocardiogenic Syncope#Malignant Neurocardiogenic Syncopes#Neurally Mediated Faint#Neurally Mediated Faints#Neurocardiogenic Syncope#Neurocardiogenic Syncope, Malignant#Neurocardiogenic Syncopes#Neurocardiogenic Syncopes, Malignant#Neurogenic Syncope#Neurogenic Syncopes#Supine Syncope#Supine Syncopes#Syncope, Cerebral#Syncope, Malignant Neurocardiogenic#Syncope, Neurocardiogenic#Syncope, Neurogenic#Syncopes, Cerebral#Syncopes, Malignant Neurocardiogenic#Syncopes, Neurocardiogenic#Syncopes, Neurogenic#Syncopes, Supine#Syncope, Supine#Syncopes, Vasodepressor#Syncopes, Vasovagal#Syncope, Vasodepressor#Syncope, Vasovagal, Neurally-Mediated#Vasodepressor Syncope#Vasodepressor Syncopes#Vasovagal Syncope#Vasovagal Syncopes"
D019465,Craniofacial Abnormalities,"Abnormalities, Craniofacial#Abnormality, Craniofacial#Craniofacial Abnormality"
D019512,"Pancreatitis, Alcoholic",
D019522,Vaginal Discharge,"Discharges, Vaginal#Discharge, Vaginal#Vaginal Discharges"
D019547,Neck Pain,"Ache, Neck#Aches, Neck#Anterior Cervical Pain#Anterior Cervical Pains#Anterior Neck Pain#Anterior Neck Pains#Cervicalgia#Cervicalgias#Cervical Pain#Cervical Pain, Anterior#Cervical Pain, Posterior#Cervical Pains#Cervical Pains, Anterior#Cervical Pains, Posterior#Cervicodynia#Cervicodynias#Neckache#Neck Ache#Neckaches#Neck Aches#Neck Pain, Anterior#Neck Pain, Posterior#Neck Pains#Neck Pains, Anterior#Neck Pains, Posterior#Pain, Anterior Cervical#Pain, Anterior Neck#Pain, Cervical#Pain, Neck#Pain, Posterior Cervical#Pain, Posterior Neck#Pains, Anterior Cervical#Pains, Anterior Neck#Pains, Cervical#Pains, Neck#Pains, Posterior Cervical#Pains, Posterior Neck#Posterior Cervical Pain#Posterior Cervical Pains#Posterior Neck Pain#Posterior Neck Pains"
D019557,"Dermatitis, Perioral","Dermatitides, Periocular#Dermatitides, Perioral#Dermatitis, Periocular#Periocular Dermatitides#Periocular Dermatitis#Perioral Dermatitides#Perioral Dermatitis"
D019559,Capillary Leak Syndrome,Capillary Leak Syndromes#Clarkson Disease#Clinical Capillary Leak Syndrome#Systemic Capillary Leak Syndrome
D019569,Hemifacial Spasm,"Facial Spasms, Unilateral#Facial Spasm, Unilateral#Hemifacial Myokymia#Hemifacial Spasms#Myokymia, Hemifacial#Spasm, Hemifacial#Spasms, Hemifacial#Spasms, Unilateral Facial#Spasm, Unilateral Facial#Unilateral Facial Spasm#Unilateral Facial Spasms"
D019575,"Blindness, Cortical","Anton Babinski Syndrome#Anton-Babinski Syndrome#Anton's Syndrome#Antons Syndrome#Anton's Syndrome, Transient#Anton Syndrome#Blindness, Cortical, Post-Ictal#Blindness, Cortical, Transient#Blindnesses, Reversible Cortical#Blindness, Reversible Cortical#Cortical Blindness#Cortical Blindnesses, Reversible#Cortical Blindness, Reversible#Psychic Denial of Blindness#Reversible Cortical Blindness#Reversible Cortical Blindnesses#Syndrome, Anton#Syndrome, Anton-Babinski#Syndrome, Anton's#Syndrome, Transient Anton's#Transient Anton's Syndrome#Transient Antons Syndrome#Transient Anton Syndrome"
D019578,Multiple System Atrophy,"Atrophies, Multisystem#Atrophies, Multisystemic#Atrophy, Multiple System#Atrophy, Multisystem#Atrophy, Multisystemic#HYPOTENSION, ORTHOSTATIC, INCLUDED#MSA1#MSA1, SUSCEPTIBILITY TO AUTONOMIC FAILURE, PURE, INCLUDED#Multiple System Atrophies#MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO#Multiple System Atrophy Syndrome#Multisystem Atrophies#Multisystem Atrophy#Multisystemic Atrophies#Multisystemic Atrophy"
D019584,Hot Flashes,
D019586,Intracranial Hypertension,"Elevated ICP (Intracranial Pressure)#Elevated Intracranial Pressure#Hypertension, Intracranial#ICP, Elevated (Intracranial Pressure)#ICP (Intracranial Pressure) Elevation#ICP (Intracranial Pressure) Increase#Intracranial Pressure, Elevated#Intracranial Pressure Increase#Pressure, Elevated Intracranial#Pressure Increase, Intracranial"
D019588,"Aging, Premature",
D019636,Neurodegenerative Diseases,"Degenerative Condition, Neurologic#Degenerative Conditions, Neurologic#Degenerative Diseases, Central Nervous System#Degenerative Diseases, Nervous System#Degenerative Diseases, Neurologic#Degenerative Diseases, Spinal Cord#Degenerative Neurologic Disease#Degenerative Neurologic Diseases#Degenerative Neurologic Disorder#Degenerative Neurologic Disorders#Nervous System Degenerative Diseases#Neurodegenerative Disease#Neurodegenerative Disorder#Neurodegenerative Disorders#Neurologic Degenerative Condition#Neurologic Degenerative Conditions#Neurologic Degenerative Disease#Neurologic Degenerative Diseases#Neurologic Disease, Degenerative#Neurologic Diseases, Degenerative#Neurologic Disorder, Degenerative#Neurologic Disorders, Degenerative"
D019693,"Hepatitis, Autoimmune","Autoimmune Chronic Hepatitides#Autoimmune Chronic Hepatitis#Autoimmune Hepatitides#Autoimmune Hepatitis#Chronic Hepatitides, Autoimmune#Chronic Hepatitis, Autoimmune#Hepatitides, Autoimmune#Hepatitides, Autoimmune Chronic#Hepatitis, Autoimmune Chronic"
D019694,"Hepatitis B, Chronic","Chronic Hepatitis B#Chronic Hepatitis B Virus Infection#Hepatitis B Virus Infection, Chronic"
